sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::01607,"Rick, I'll put",1.0,content_diversity,it in my car,everything on my tab,down more money,any bet on that,more time into it,-0.021,0.758,-0.170,3.222,0.644,4.996,0.999,-0.166,12.276,0.646
test.enc.prompt.txt::01607,"Rick, I'll put",0.0,content_diversity,its in my vehicle,lets place it into the car,"my car will work, lets put it here",we can use my car,its inside of my car,-0.066,0.918,-0.304,2.168,0.434,4.906,0.981,-0.682,15.241,0.526
test.enc.prompt.txt::01608,Shall we draw,1.0,content_diversity,anything we want,the bird,a huge house,the game intentionally,your desk,-0.008,0.585,-0.260,2.496,0.499,4.989,0.998,-0.174,9.189,0.707
test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,-0.047,0.918,-0.389,1.968,0.394,4.410,0.882,-0.422,10.430,0.579
test.enc.prompt.txt::01613,-- It was,0.0,content_diversity,i take the blame,EVERYTHING was on me,it is my fault really,its on me,its my fauly,-0.032,0.944,-0.144,1.925,0.385,4.963,0.993,-0.632,15.193,0.800
test.enc.prompt.txt::01615,Ten years ago?,1.0,content_diversity,I can't believe it was that long.,I had no idea it was that old.,or was it twenty,that makes me a lot older,so it is time for a new one,-0.053,0.922,-0.107,3.097,0.619,4.219,0.844,-0.299,21.532,0.582
test.enc.prompt.txt::01615,Ten years ago?,0.0,content_diversity,seems like just yesterday,I remember it like it happened a week ago,time sure has flown,the years went by fast,it's like I blinked and time went by,-0.024,0.945,-0.043,3.079,0.616,4.947,0.989,-0.430,22.956,0.717
test.enc.prompt.txt::01617,I didn't count,1.0,content_diversity,this one,on your help,his cousins,my parents,on my family's support,-0.013,0.769,-0.178,1.972,0.394,4.907,0.981,-0.328,10.965,0.731
test.enc.prompt.txt::01618,Did you run,0.0,content_diversity,"out of fire, or is it the booze?","through all of your energy, or can we say it was the alcohol?",yourself ragged or are you buzzed from that drink?,"until you reached e, or does the liquor have a part to play in your mood?",dry or did that cocktail put you over your limit?,-0.040,0.954,-0.282,2.536,0.507,4.899,0.980,-0.601,43.351,0.677
test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,-0.030,0.955,-0.148,1.855,0.371,4.955,0.991,-0.212,16.643,0.616
test.enc.prompt.txt::01621,Do I have,0.0,content_diversity,to explain every detail?,act like your boss?,to spell it out for you?,constantly remind you?,tell you step by step?,-0.009,0.982,-0.259,2.357,0.471,4.727,0.945,-0.322,14.180,0.525
test.enc.prompt.txt::01622,Put them on,1.0,content_diversity,so we can go,the other foot,alright?,the table,over there,-0.008,0.783,-0.100,2.453,0.491,4.741,0.948,-0.284,10.608,0.816
test.enc.prompt.txt::01623,"But Richard, no,",1.0,content_diversity,do not go there,you have to be up early,go ahead and do what you want,listen to me,can you please just go,-0.030,0.952,-0.007,2.730,0.546,4.999,1.000,-0.221,14.838,0.594
test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,-0.099,0.875,-0.412,1.915,0.383,4.759,0.952,-0.685,15.829,0.633
test.enc.prompt.txt::01625,We are only,0.0,content_diversity,a small group,limited in number,the three of us,a handful of humans,a sprinkling of mortals,-0.032,0.756,-0.228,2.224,0.445,4.690,0.938,-0.428,11.645,0.647
test.enc.prompt.txt::01627,"No, Victor, there",1.0,content_diversity,"has been a change since then, it is vastly different now.","is no way I would have said that, you must be mistaken.",is nothing for you here.,"were at least twenty people there, couldn't you see?","was nothing we could have done for him, if it helps he felt no pain.",-0.024,0.965,-0.061,2.563,0.513,4.912,0.982,-0.295,40.110,0.637
test.enc.prompt.txt::01628,There must be,1.0,content_diversity,something wrong with how this is put together.,more places to put that,people wondering what happened to us,something more we can do to help them,a lot more of them over there.,-0.027,0.959,-0.158,3.019,0.604,4.455,0.891,-0.332,18.267,0.507
test.enc.prompt.txt::01629,I beg your,1.0,content_diversity,forgiveness for my actions,ruler to grant me leave,dog to let go of me,God to grant me good health,sense of justice to act accordingly,-0.053,0.918,-0.218,2.527,0.505,4.993,0.999,-0.297,19.262,0.713
test.enc.prompt.txt::01630,Don't you sometimes,1.0,content_diversity,wonder why we live where it's cold all the time?,want to run away and never look back?,think of all the things you could be doing?,look and your children and feel pure love?,want to sell everything and live in a tent on the beach?,-0.031,0.948,-0.104,2.505,0.501,4.612,0.922,-0.126,32.684,0.605
test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,-0.022,0.963,-0.089,2.928,0.586,4.331,0.866,-0.190,38.368,0.650
test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,-0.024,0.965,-0.172,2.526,0.505,4.979,0.996,-0.328,12.756,0.750
test.enc.prompt.txt::01633,I am making,1.0,content_diversity,some cake,progress i think,lunch,breakfast,tacos for dinner,0.000,0.600,-0.229,2.753,0.551,4.998,1.000,-0.237,8.646,0.865
test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,-0.031,0.948,-0.139,2.717,0.543,4.172,0.834,-0.728,16.216,0.705
test.enc.prompt.txt::01634,This is hardly,1.0,content_diversity,the first time you've done this.,my first rodeo.,the way to get a girl interested in you.,the time for telling secrets!,your best look!,-0.018,0.969,-0.208,2.220,0.444,4.992,0.998,-0.243,20.238,0.613
test.enc.prompt.txt::01636,For the time,1.0,content_diversity,it takes,of my life,it is whats best,being,of doubts,-0.015,0.767,-0.131,2.214,0.443,4.983,0.997,-0.372,9.771,0.814
test.enc.prompt.txt::01637,I strongly suspect,1.0,content_diversity,they are breaking the law,he is cheating on me,there is a little chance for us to win,I have a food poisoning,I have a cancer,-0.042,0.936,-0.316,1.667,0.333,4.988,0.998,-0.188,14.582,0.521
test.enc.prompt.txt::01637,I strongly suspect,0.0,content_diversity,he is a cheater,he is sleeping with other girls,he is screwing around,he's fooling around,he cheats on me,-0.063,0.918,-0.381,1.548,0.310,4.924,0.985,-0.545,12.872,0.560
test.enc.prompt.txt::01638,"Captain Renault, are",1.0,content_diversity,you ok,gonna go home soon,take me home?,sign the paper,there any left,0.000,0.800,-0.017,2.538,0.508,4.532,0.906,-0.230,13.249,0.828
test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,-0.040,0.931,-0.163,2.492,0.498,4.905,0.981,-0.602,15.304,0.589
test.enc.prompt.txt::01639,We are concerned,1.0,content_diversity,about your health.,that you don't recognize the levity of the situation.,you will make a mistake.,you won't wake up from surgery.,about how you will take the news.,-0.034,0.945,-0.341,2.426,0.485,4.999,1.000,-0.175,25.972,0.666
test.enc.prompt.txt::01640,You see what,0.0,content_diversity,the cat brought in from the yard.,the feline retrieved from outdoors.,the animal has in its mouth.,the cat dragged in.,the tabby fetched.,-0.075,0.918,-0.347,1.591,0.318,4.999,1.000,-0.322,20.849,0.695
test.enc.prompt.txt::01641,It is my,0.0,content_diversity,judgement based on what I've heard.,"feeling, despite not having any real hard evidence.","gut telling me this, so take it at that!",position but it's really based on what I think.,"two cents, for what it's worth!",-0.027,0.954,-0.089,3.186,0.637,4.776,0.955,-0.265,32.964,0.634
test.enc.prompt.txt::01644,Serves me right,0.0,content_diversity,to make a mistake,that I errored on this,to be so incorrect,that I answered it falsely,to inaccurately judge the situation,-0.027,0.954,-0.237,2.778,0.556,4.909,0.982,-0.700,13.519,0.588
test.enc.prompt.txt::01645,Why do you,1.0,content_diversity,think that is?,do that?,love me?,eat like that,lie to me,-0.007,0.585,-0.218,1.737,0.347,3.944,0.789,-0.306,12.094,0.756
test.enc.prompt.txt::01646,How can you,1.0,content_diversity,be that way,be so nice to me after that,lie to my face,do these things,be so mean,-0.034,0.937,-0.117,1.710,0.342,4.813,0.963,-0.271,13.567,0.678
test.enc.prompt.txt::01646,How can you,0.0,content_diversity,how are you so mean,how can anyone be that mean,"so mean, you are","how is it , you're not nice",you are just plain mean,-0.058,0.924,-0.108,1.948,0.390,4.460,0.892,-0.705,23.071,0.769
test.enc.prompt.txt::01647,And I'm taking,1.0,content_diversity,classes.,the day off.,her with me.,my sweet time.,my clothes off.,-0.013,0.569,-0.360,2.511,0.502,4.775,0.955,-0.303,11.351,0.631
test.enc.prompt.txt::01647,And I'm taking,0.0,content_diversity,as long as I need to.,however long it takes.,all the time I need.,it slow and easy.,unknown amount of time.,-0.024,0.937,-0.208,2.553,0.511,4.978,0.996,-0.410,15.435,0.551
test.enc.prompt.txt::01648,I thought I,1.0,content_diversity,"could be the best, but i was wrong","saw bigfoot, but it was a bear","could trust you, but it turns out I was wrong","believed in you, but you lied","could change your mind about things, but it didn't work.",-0.064,0.919,-0.344,2.433,0.487,4.985,0.997,-0.435,31.091,0.634
test.enc.prompt.txt::01648,I thought I,0.0,content_diversity,could persuade you,could make you think like me,could pull you to this side of things,persuade you to think like me,would make you change your mind,-0.096,0.865,-0.392,1.813,0.363,4.191,0.838,-0.538,13.956,0.481
test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",-0.021,0.958,-0.347,1.857,0.371,4.998,1.000,-0.314,27.899,0.620
test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,-0.102,0.803,-0.215,2.335,0.467,4.987,0.997,-0.502,22.647,0.686
test.enc.prompt.txt::01653,And that ten,0.0,content_diversity,it is a lot,there is way too many of them,so much left,its definetly alot,theres so many,-0.015,0.970,-0.098,2.148,0.430,4.253,0.851,-0.488,14.032,0.702
test.enc.prompt.txt::01654,Will I see,0.0,content_diversity,the MVP tonight,best player out tonight,the MVP on the pitch,the best player on the stadium,the MVP playing today,-0.108,0.853,-0.388,2.175,0.435,4.985,0.997,-0.749,13.319,0.605
test.enc.prompt.txt::01655,"Rick, I'm sick",1.0,content_diversity,to my stomach.,of fighting with you.,and tired of all this.,to death with all your complaining.,of this god forsaken place.,-0.029,0.948,-0.229,2.403,0.481,4.967,0.993,-0.354,19.501,0.697
test.enc.prompt.txt::01656,"Come on, we're",0.0,content_diversity,"only kidding, happy up a bit!","only having a joke, stop being so grumpy.","only messing with you, get a sense of humour.","just trying to make you smile, stop being sad.","really only messing about, cheer up!",-0.038,0.946,-0.224,2.314,0.463,4.931,0.986,-0.502,33.283,0.693
test.enc.prompt.txt::01657,Are my eyes,1.0,content_diversity,red from smoking weed?,blue,looking good,saying something,hazelnut colour,0.000,0.800,-0.045,2.030,0.406,4.983,0.997,-0.177,8.985,0.749
test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,-0.040,0.333,-0.246,3.017,0.603,4.682,0.936,-0.662,7.586,0.843
test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,-0.047,0.918,-0.305,2.752,0.550,4.329,0.866,-0.826,16.077,0.574
test.enc.prompt.txt::01659,"But why? Oh,",1.0,content_diversity,because you knew,me oh my,i thought you knew,im not sure,why else,-0.020,0.753,0.089,2.959,0.592,4.888,0.978,-0.274,11.525,0.768
test.enc.prompt.txt::01660,But think of,1.0,content_diversity,all the good memories,what he would say,our kids Karen,my best friends,something you would like,-0.005,0.789,-0.206,2.627,0.525,4.911,0.982,-0.250,13.399,0.744
test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,-0.116,0.651,-0.445,1.787,0.357,4.971,0.994,-0.816,11.127,0.586
test.enc.prompt.txt::01661,"Well, Rick, after",0.0,content_diversity,"people have had some time to forget, you  could return.","it all dies down, just come home.","a bit of time has passed, I'm sure you will find your way back.","the story gets old, you can reenter the community.","it really gets to be old news, come back in like it never happened.",-0.017,0.963,-0.174,2.988,0.598,4.819,0.964,-0.469,42.128,0.638
test.enc.prompt.txt::01663,He'll double what,1.0,content_diversity,exactly?,-ever you want,your pay,"the timing, if you call",the pleasure,-0.011,0.969,-0.022,1.899,0.380,4.919,0.984,-0.311,11.677,0.730
test.enc.prompt.txt::01663,He'll double what,0.0,content_diversity,hows the work pay,what does your weekly pay look like now,your new payment is good,how do you like the pay?,hows your payments now?,-0.027,0.956,-0.191,2.587,0.517,4.434,0.887,-0.472,18.626,0.642
test.enc.prompt.txt::01664,"No. Not me,",1.0,content_diversity,i never just leave without saying goodbye,it was you,that was definetly your dad,i am going out later,so stop saying it was me,-0.031,0.952,-0.101,2.515,0.503,4.849,0.970,-0.237,15.794,0.607
test.enc.prompt.txt::01665,"Well, stop it.",1.0,content_diversity,I'm tired of you,I have to concentrate,I need to change the tires,I need a break,Stop teasing your brother,-0.026,0.952,-0.335,1.755,0.351,4.767,0.953,-0.196,13.742,0.573
test.enc.prompt.txt::01666,This sort of,0.0,content_diversity,activity is not okay.,way of acting is beyond wrong.,way of being is completely off base.,conduct is wholly beyond the pale.,etiquette is totally wrong.,-0.056,0.932,-0.448,2.101,0.420,4.938,0.988,-0.505,17.772,0.555
